Hips (0.9998610615730286, -0.014408961869776249, 0.0007346239872276783, 0.008347809314727783) (0.9581107497215271, -1.6504415273666382, -0.09799416363239288) (0.21828898787498474, 1.1547542810440063, 0.9724176526069641)
RightUpLeg (0.9992022514343262, 0.030289510264992714, -0.0014930696925148368, 0.02598419599235058) (2.9871907234191895, 3.465820789337158, 0.2616252303123474) (-0.10999999940395355, 1.880925992736593e-08, -3.958120942115784e-09)
RightLeg (-0.999854564666748, 0.01625656895339489, -0.0028286322485655546, 0.004316000733524561) (179.510498046875, -178.13568115234375, 179.68377685546875) (-8.149072527885437e-10, 7.0140231400728226e-09, -0.45062002539634705)
RightFoot (0.9995306730270386, 0.006540102418512106, 0.022919340059161186, 0.01924354024231434) (2.18768048286438, 0.7996552586555481, -2.6118674278259277) (1.406078808940947e-09, -3.313471097499132e-08, -0.42058002948760986)
LeftUpLeg (0.9937272667884827, 0.018327243626117706, -0.0018512977985665202, -0.11030302941799164) (167.33187866210938, 177.88916015625, 179.97914123535156) (0.10999997705221176, -1.8576201910036616e-08, 3.9472070056945086e-09)
LeftLeg (0.9970542192459106, 0.006663913372904062, 0.013702434487640858, 0.07517150044441223) (8.611577987670898, 0.879446268081665, -1.5085066556930542) (-2.3777829483151436e-08, 4.979665391147137e-08, -0.45061999559402466)
LeftFoot (0.998999834060669, -0.021257055923342705, -0.031748685985803604, 0.02322586625814438) (2.5848634243011475, -2.5187528133392334, 3.5837135314941406) (-1.5366822481155396e-08, 3.314926289021969e-08, -0.4205799698829651)
Spine (0.9999361038208008, 0.010526137426495552, 0.003984248731285334, 0.001060323091223836) (0.11671643704175949, 1.206702709197998, -0.4553588926792145) (-4.120010999031365e-09, -1.0933774774457561e-08, 0.08119995146989822)
Spine1 (0.9998919367790222, 0.010329527780413628, 0.010452290065586567, 0.00040030665695667267) (0.03350182995200157, 1.184112548828125, -1.1974838972091675) (-1.5170371625572443e-09, -5.409674486145377e-08, 0.17979995906352997)
Spine2 (0.9998779296875, 0.007519271690398455, 0.013569296337664127, 0.001846275757998228) (0.19987303018569946, 0.8644435405731201, -1.5535134077072144) (-5.450601747725159e-09, -2.6579073164612055e-08, 0.12759998440742493)
Neck (0.9998689889907837, 0.012648058123886585, 0.010101980529725552, 0.00012778767268173397) (5.671405389762185e-08, 1.449473261833191, -1.1577140092849731) (2.1827872842550278e-10, 3.42406565323472e-08, 0.19139999151229858)
Neck1 (0.9998363852500916, 0.014755887910723686, 0.010462460108101368, 0.00015445185999851674) (180.0, 178.30894470214844, 178.80093383789062) (-1.0577423381619155e-08, -5.001129466108978e-08, 0.04250003769993782)
Head (0.9993147253990173, 0.010643108747899532, 0.0065249972976744175, -0.034846629947423935) (175.99752807617188, 178.8072052001953, 179.21011352539062) (7.87986209616065e-09, 1.6087142284959555e-08, 0.04249998927116394)
